Column1,Column2,Column3,Column4,Column6
ASN00040493,-277800,1525346,960,HOMELEIGH                     
ASN00040496,-267850,1531147,570,CALOUNDRA WTP                 
ASN00040497,-279319,1528575,410,THE OVERFLOW                  
ASN00040499,-262239,1512986,2000,ACHIL BOONDOOMA               
ASN00040500,-266403,1519431,3570,EMBREYS BRIDGE                
ASN00040503,-276075,1525800,600,TALLEGALLA ALERT              
ASN00040504,-279000,1531167,-9999,BROMFLEET                     
ASN00040505,-259000,1518333,-9999,NEAAVIE                       
ASN00040509,-271333,1523333,-9999,SANDY GULLY                   
ASN00040510,-282667,1528333,1490,PALEN CREEK                   
ASN00040511,-279333,1529833,-9999,LOGAN BANK GLENEAGLE          
ASN00040512,-276542,1529856,400,FORESTDALE STAPYLTON RD       
ASN00040515,-280167,1522333,-9999,DAANDINE PASTORAL CO          
ASN00040516,-278429,1533502,200,COOMERA FOXWELL ROAD          
ASN00040517,-271953,1527539,1040,MCKENZIE CREEK                
ASN00040522,-260500,1518333,2300,WINDERA                       
ASN00040523,-282653,1525356,6680,BOONAH BORDER GATE            
ASN00040524,-281444,1532858,1770,LITTLE NERANG DAM             
ASN00040525,-265936,1529036,1540,KIAMBA                        
ASN00040527,-276167,1530433,-9999,ACACIA RIDGE BCC              
ASN00040529,-275403,1530983,-9999,MOUNT GRAVATT EAST BCC        
ASN00040530,-275853,1529883,100,INALA BCC                     
ASN00040531,-273486,1530647,60,BOONDALL                      
ASN00040532,-274247,1531614,200,WYNNUM BCC                    
ASN00040533,-274664,1529450,2600,MT COOT-THA ABQ 2 BCC         
ASN00040534,-281629,1532641,5660,WUNBURRA                      
ASN00040535,-281167,1530833,1620,CAINBABLE                     
ASN00040536,-271375,1528078,4600,OCEAN VIEW                    
ASN00040537,-274973,1534078,170,DUNWICH                       
ASN00040538,-279833,1530775,760,TABRAGALBA                    
ASN00040542,-277866,1530153,270,MACLEAN BRIDGE                
ASN00040543,-264592,1526792,760,IMBIL                         
ASN00040544,-279125,1531022,570,BROMFLEET                     
ASN00040547,-266267,1529567,150,MORETON SUGAR MILL            
ASN00040550,-282452,1532369,3550,NUMINBAH                      
ASN00040552,-274111,1526144,1150,WIVENHOE POCKET               
ASN00040553,-268425,1530261,300,BEERWAH CSIRO RES STN         
ASN00040554,-276167,1529833,-9999,CLOVERDALE LAWNS              
ASN00040555,-259714,1528608,800,TOOLARA (KELLY)               
ASN00040556,-265167,1517667,4100,WEENS BRIDGE                  
ASN00040557,-261167,1524333,-9999,ILLAVALE                      
ASN00040558,-282157,1532347,2290,GLENGAVEN                     
ASN00040559,-262667,1519833,920,MOFFATDALE                    
ASN00040560,-276000,1526667,-9999,WALLOON                       
ASN00040561,-265139,1528314,1120,BELLI PARK                    
ASN00040562,-270833,1533667,-9999,BULWER SIGNAL STATION         
ASN00040563,-266333,1517000,-9999,WAKEFIELD                     
ASN00040566,-263833,1528000,-9999,SKYRING CREEK                 
ASN00040567,-279000,1529500,-9999,INGRAM                        
ASN00040568,-275667,1526167,-9999,WOODLANDS                     
ASN00040569,-264333,1520500,-9999,JOHNSTOWN                     
ASN00040570,-276964,1523569,1250,MULGOWIE                      
ASN00040571,-278167,1532833,-9999,PIMPAMA STATE SCHOOL          
ASN00040572,-269667,1527000,1200,HOLMWOOD                      
ASN00040573,-276167,1519667,-9999,GABBINBAR                     
ASN00040574,-274667,1529500,-9999,CHIEFSWOOD                    
ASN00040575,-281167,1529167,-9999,TAMROOKUM                     
ASN00040576,-280000,1525000,1500,RANGEVIEW FARM                
ASN00040577,-264333,1527167,1500,BOLLIER                       
ASN00040578,-272133,1528067,800,DAYBORO                       
ASN00040579,-276833,1531500,-9999,BETHANIA                      
ASN00040580,-275000,1524500,-9999,LOCKROSE                      
ASN00040581,-261167,1521833,-9999,CINNIBAR                      
ASN00040582,-270333,1534500,-9999,YELLOW PATCH LIGHT            
ASN00040583,-282714,1530742,2400,WIDGEE                        
ASN00040584,-280481,1532875,1100,HINZE DAM                     
ASN00040585,-267333,1518167,-9999,BROOKLANDS                    
ASN00040586,-279167,1517500,-9999,MILLBROOK                     
ASN00040587,-265000,1514333,-9999,COOINDA                       
ASN00040588,-261000,1517667,-9999,MARSHLANDS                    
ASN00040589,-268000,1525833,-9999,CEDAR VIEW                    
ASN00040590,-264000,1523667,-9999,MANUMBAR MILL                 
ASN00040593,-273167,1524167,-9999,MOUNT HALLON                  
ASN00040594,-266667,1529667,340,WOOMBYE                       
ASN00040595,-270833,1524500,-9999,CRESSBROOK                    
ASN00040597,-282000,1527333,-9999,BOONAH FOREST HOME            
ASN00040598,-280833,1525667,2770,CLUMBER                       
ASN00040599,-282000,1533833,-9999,CAMBERRA                      
ASN00040600,-282333,1533667,1370,GLEN ELLEN                    
ASN00040601,-273333,1525500,-9999,BELLEVUE                      
ASN00040602,-280333,1533000,210,GILSTON STATE SCHOOL          
ASN00040603,-269000,1525833,-9999,OAKVALE                       
ASN00040606,-281056,1533286,1280,UPPER MUDGEERABA WATER        
ASN00040607,-282031,1532719,6810,SPRINGBROOK ROAD              
ASN00040608,-280039,1534008,60,BENOWA WATER TREAT            
ASN00040609,-281178,1534457,40,ELANORA WATER TREATMENT PLANT 
ASN00040610,-282529,1530872,2530,DARLINGTON                    
ASN00040611,-283256,1523422,5450,YABBA CREEK                   
ASN00040612,-266000,1519833,-9999,GLEN ELGIN                    
ASN00040613,-266167,1527667,-9999,KIDAMAN                       
ASN00040614,-283500,1527333,4190,MOUNT LINDSAY                 
ASN00040615,-282167,1533500,1000,ROTTINGTON                    
ASN00040616,-266333,1519333,3600,COOLABUNIA                    
ASN00040617,-272500,1527333,1400,RAYNBIRD CREEK                
ASN00040618,-262167,1526833,1570,MONKLAND STATE SCHOOL         
ASN00040619,-283183,1527269,3400,RATHDOWNEY                    
ASN00040620,-282333,1532333,-9999,LENORE VALE                   
ASN00040621,-281667,1533833,400,INGLESIDE                     
ASN00040622,-281500,1525167,2290,ROCKVILLE                     
ASN00040623,-276911,1529917,400,GREENBANK ARMY CAMP           
ASN00040624,-253167,1522000,1460,GIGOOM POST OFFICE            
ASN00040628,-269425,1527608,900,WOODFORD BCC                  
ASN00040629,-275333,1529833,400,CORINDA                       
ASN00040630,-264500,1521833,4000,BELLA VALE                    
ASN00040631,-277333,1531000,-9999,CHAMBERS FLAT                 
ASN00040632,-267592,1530239,520,GLENVIEW - ISAMBERT RD        
ASN00040633,-272831,1529583,180,LAWNTON COLONIAL DRIVE        
ASN00040634,-282058,1533936,700,CURRUMBIN VALLEY              
ASN00040635,-268369,1524914,1720,DANEWOOD VALE                 
ASN00040636,-267500,1529000,2650,CHENREZIG INSTITUTE           
ASN00040637,-270958,1527011,5330,MOUNT MEE FOREST STATION      
ASN00040644,-257275,1525825,530,TIARO POST OFFICE             
ASN00040648,-280833,1529333,800,LARAVALE                      
ASN00040651,-266644,1524606,5230,JIMNA FORESTRY                
ASN00040653,-283000,1529667,2000,BEAUMONT                      
ASN00040654,-282500,1529833,1500,LAMINGTON                     
ASN00040655,-268383,1519803,4600,YARRAMAN FORESTRY             
ASN00040657,-275667,1525833,1000,SIRIOS                        
ASN00040658,-266028,1530431,210,BLI BLI                       
ASN00040659,-276956,1529408,770,GREENBANK THOMPSON ROAD       
ASN00040663,-266000,1517833,-9999,TAABINGA                      
ASN00040664,-275333,1530167,180,YEERONGPILLY POST OFFICE      
ASN00040670,-265639,1514383,4150,GREYSTONLEA                   
ASN00040671,-262839,1511897,3350,KILLARA                       
ASN00040672,-275486,1520236,2610,WITHCOTT                      
ASN00040673,-275333,1529500,400,JINDALEE CLOVERDALE LAWN      
ASN00040674,-266614,1522003,2190,MT STANLEY STATION            
ASN00040675,-279097,1523886,2680,TOWNSON                       
ASN00040677,-281752,1526557,2310,MAROON DAM                    
ASN00040680,-253500,1525983,300,TORBANLEA RAILWAY             
ASN00040682,-259944,1525636,690,GUNALDA POST OFFICE           
ASN00040683,-271167,1524833,-9999,LOWER CRESSBROOK              
ASN00040685,-270467,1531667,20,BRIBIE ISLAND QLD UNI         
ASN00040686,-261842,1528208,1440,BEENHAM VALLEY RD             
ASN00040687,-262167,1528333,1500,THE GAP                       
ASN00040688,-259575,1524919,440,MIVA                          
ASN00040693,-273786,1528164,980,HIGHVALE                      
ASN00040694,-265833,1519833,3400,CLYDE                         
ASN00040695,-266842,1529589,400,PALMWOODS                     
ASN00040696,-269206,1527792,1110,WOODFORD TM                   
ASN00040697,-272450,1531006,250,REDCLIFFE COUNCIL             
ASN00040698,-267881,1527308,1850,CONNEMARRA                    
ASN00040699,-252833,1528367,50,PIALBA RAILWAY STATION        
ASN00040700,-282300,1532650,10000,SPRINGBROOK QUOLL HOUSE       
ASN00040702,-277617,1525322,600,STOKES CROSSING               
ASN00040703,-274150,1529150,800,FERNY GROVE CEDAR CK RD       
ASN00040704,-276833,1531000,-9999,MARSDEN                       
ASN00040708,-260336,1510603,3850,HOME MONOGORILBY            
ASN00040714,-280708,1529272,440,ROUND MOUNTAIN TM             
ASN00040715,-276473,1531718,320,SHAILER PARK OREGON DRVE      
ASN00040717,-281681,1535053,40,COOLANGATTA                   
ASN00040718,-275000,1529000,900,BROOKFIELD PENDALE STUD       
ASN00040721,-260933,1520522,2740,BOONARA ROMLEY                
ASN00040722,-260942,1514417,3330,BOONDOOMA DAM                 
ASN00040724,-280497,1534250,43,MERMAID WATERS TIMANA AV      
ASN00040725,-281683,1529883,1500,CHRISTMAS CREEK RD            
ASN00040727,-253500,1526000,-9999,TORBANLEA                     
ASN00040732,-275300,1534194,760,WALLEN WALLEN                 
ASN00040735,-278133,1526417,460,HARRISVILLE TM                
ASN00040736,-276594,1526044,330,ROSEWOOD TM                   
ASN00040738,-279114,1531056,280,BROMFLEET TM                  
ASN00040739,-279292,1528597,410,THE OVERFLOW TM               
ASN00040750,-282322,1532825,10000,SPRINGBROOK TM                
ASN00040751,-277956,1523753,1820,THORNTON                      
ASN00040754,-282153,1528681,840,RATHDOWNEY TM                 
ASN00040755,-265575,1527714,770,COORAN                        
ASN00040756,-262856,1529953,250,BOREEN POINT                  
ASN00040757,-263578,1530125,130,LAKE COOROIBAH(PINES AV)      
ASN00040759,-267850,1530686,250,CORBOULD PK RACECOURSE        
ASN00040761,-277828,1531889,1,WOLFFDENE ALERT               
ASN00040762,-278336,1529878,110,YARRAHAPPINI TM               
ASN00040763,-273950,1526097,730,WIVENHOE DAM                  
ASN00040764,-279390,1534283,30,GOLD COAST SEAWAY             
ASN00040765,-252903,1528153,170,HERVEY BAY WILDLIFE PARK      
ASN00040766,-277922,1531069,850,LOGAN VILLAGE TAMBORINE RD    
ASN00040767,-274983,1530337,320,BRISBANE RPA HOSPITAL         
ASN00040768,-278721,1530149,570,JIMBOOMBA MILLSTREAM ROAD     
ASN00040769,-268919,1521050,4500,BLACKBUTT FORESTRY STN        
ASN00040770,-275152,1532492,100,ORMISTON COLLEGE              
ASN00040771,-277167,1531833,-9999,BEENLEIGH LEHMAN RD           
ASN00040774,-271038,1529461,70,MORAYFIELD MARK ST            
ASN00040775,-276128,1531264,1000,SPRINGWOOD DORSET DR          
ASN00040777,-264572,1526803,760,IMBIL TM                      
ASN00040778,-263583,1526283,900,ZACHARIAH TM                  
ASN00040782,-263297,1528136,700,COORAN TM                     
ASN00040783,-265483,1530986,210,POINT ARKWRIGHT               
ASN00040784,-276150,1530444,900,CALAMVALE ALERT               
ASN00040785,-276017,1529511,800,CAROLE PARK ALERT             
ASN00040786,-277456,1529081,1000,JINGLE DOWNS ALERT            
ASN00040788,-276583,1530000,800,FORESTDALE(JOHNSON RD)AL      
ASN00040790,-275467,1530717,1950,MT GRAVATT ALERT              
ASN00040791,-275650,1530269,500,COOPERS PLAINS ALERT          
ASN00040792,-277106,1528072,600,RIPLEY ALERT                  
ASN00040793,-277633,1528367,1500,LYONS ALERT                   
ASN00040794,-276956,1529333,800,GREENBANK(THOMPSON RD)AL      
ASN00040795,-276439,1528942,190,OPOSSUM ALERT                 
ASN00040796,-275875,1530094,-9999,BEATTY ROAD ALERT             
ASN00040798,-275153,1530722,500,COORPAROO BCC                 
ASN00040799,-281692,1529833,875,RUDDS LANE TM                 
ASN00040800,-264206,1529100,1110,COOROY TM                     
ASN00040801,-263878,1526842,800,KANDANGA TM                   
ASN00040802,-265972,1527269,1090,KENILWORTH TM                 
ASN00040805,-268447,1528806,1372,PEACHESTER TM                 
ASN00040806,-263664,1528528,732,POMONA TM                     
ASN00040807,-272583,1531017,150,BRAMBLE BAY BOWLING CLUB      
ASN00040808,-272641,1521959,2950,CRESSBROOK DAM                
ASN00040809,-262417,1517453,3940,MOUNT MC EUEN                 
ASN00040811,-260833,1522167,290,KILKIVAN TM                   
ASN00040814,-265256,1527428,700,MOY POCKET TM                 
ASN00040816,-276658,1526989,180,AMBERLEY (DNR) TM             
ASN00040817,-274667,1525333,450,RIFLE RANGE ROAD TM           
ASN00040823,-271381,1523294,1020,ROSENTRETERS BRIDGE TM        
ASN00040824,-261711,1525994,330,FISHERMANS POCKET TM          
ASN00040825,-259000,1523497,190,MARODIAN TM                   
ASN00040827,-257167,1518000,1220,BAN BAN TM                    
ASN00040829,-275439,1521133,1240,HELIDON TM                    
ASN00040830,-266278,1527042,950,BELLBIRD CREEK TM             
ASN00040832,-282033,1527700,1100,FOREST HOME TM                
ASN00040833,-257683,1525250,50,HOME PARK TM                  
ASN00040836,-276272,1527461,0,ONE MILE BRIDGE ALERT         
ASN00040839,-274667,1530217,100,BRISBANE (BCC) ALERT          
ASN00040840,-275117,1529383,250,KENMORE ALERT                 
ASN00040841,-281481,1525700,1620,CROFTBY TM                    
ASN00040842,-273917,1531292,45,BRISBANE AERO                 
ASN00040843,-262825,1520164,3150,REDGATE                       
ASN00040844,-281350,1531883,5200,BEECHMONT ALERT               
ASN00040845,-282006,1531872,7800,BINNA BURRA ALERT             
ASN00040846,-280017,1533083,27,CLEARVIEW ALERT               
ASN00040847,-280522,1532817,822,HINZE DAM ALERT               
ASN00040848,-282083,1532700,7050,LOWER SPRINGBROOK ALERT       
ASN00040849,-279136,1533657,30,COOMBABAH WATER TREATMENT PLAN
ASN00040850,-267150,1528719,2480,BAROON POCKET DAM             
ASN00040851,-276292,1533794,190,LAMB ISLAND PINE AVE          
ASN00040852,-280272,1531794,1200,CANUNGRA LAND WARFARE CENTRE  
ASN00040853,-276023,1532952,60,REDLAND BAY GOLF CLUB         
ASN00040854,-276839,1531947,140,LOGAN CITY WATER TREATMENT    
ASN00040855,-280283,1531767,1200,CANUNGRA TM                   
ASN00040856,-259007,1530891,144,RAINBOW BEACH                 
ASN00040857,-279681,1529861,500,BEAUDESERT TM                 
ASN00040858,-280033,1526875,1100,BOONAH TM                     
ASN00040859,-283222,1527697,2200,PALEN CREEK TM                
ASN00040861,-266006,1530903,33,MAROOCHYDORE AERO             
ASN00040862,-275864,1531583,660,BURBANK LEACROFT ROAD         
ASN00040863,-277914,1532739,200,ORMEAU (STEWARTS RD)          
ASN00040864,-280167,1533517,500,CARRARA BRADSTONE RD          
ASN00040865,-280936,1527158,2250,CANNON COVE TM                
ASN00040866,-282608,1530917,3000,DARLINGTON TM                 
ASN00040867,-279406,1526236,800,KALBAR TM                     
ASN00040868,-257417,1522353,1204,MT JOSEPH TM                  
ASN00040869,-266656,1524594,3800,JIMNA TM                      
ASN00040870,-264456,1524886,1870,OAKWOOD                       
ASN00040876,-282372,1524867,8520,WILSONS PEAK ALERT            
ASN00040878,-276947,1531364,1,WATERFORD ALERT               
ASN00040879,-282700,1530264,2000,FOXLEY TM                     
ASN00040880,-267828,1528803,3000,MARY CAIRNCROSS PARK          
ASN00040881,-279561,1534233,30,AIR SEA RESCUE ALERT          
ASN00040882,-281653,1532161,1520,NUMINBAH ALERT                
ASN00040883,-276856,1520519,3430,DEVERTON SAWPIT GULLY RD      
ASN00040884,-279243,1532606,360,GUANABA BIRDS RD              
